accd,accddescr,amtcr,amtdr,branchid,branchname,cheqdt,cheqno,co,idn,narr,p_r,runbal,subcode,subdescr,tt,type,vrdt,vrno,acc_year,date_from,date_to
62,CLIENTS,34180.47,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,133103,Obligation For: 2223089W [Equities] Trade Date 04/08/22,,833553.75,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-07T18:30:00Z,V223089,2223,01-04-2022,31-03-2023
62,CLIENTS,230940.66,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,133255,Obligation For: 2223090W [Equities] Trade Date 05/08/22,,1064494.41,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-09T18:30:00Z,V223090,2223,01-04-2022,31-03-2023
62,CLIENTS,94001.73,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,133453,Obligation For: 2223091W [Equities] Trade Date 08/08/22,,1158496.14,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-10T18:30:00Z,V223091,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,29645.67,HO,Branch [HO],1899-12-31T18:30:00Z,,02,134144,Obligation For: 2223092W [Equities] Trade Date 10/08/22,,1128850.47,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-11T18:30:00Z,V223092,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,76500.94,HO,Branch [HO],1899-12-31T18:30:00Z,,02,143321,Obligation For: 2223093W [Equities] Trade Date 11/08/22,,1052349.53,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-16T18:30:00Z,V223093,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,135363.51,HO,Branch [HO],1899-12-31T18:30:00Z,,02,143523,Obligation For: 2223094W [Equities] Trade Date 12/08/22,,916986.02,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-17T18:30:00Z,V223094,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,175156.51,HO,Branch [HO],1899-12-31T18:30:00Z,,02,139297,Obligation For: 2223095W [Equities] Trade Date 16/08/22,,741829.51,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-17T18:30:00Z,V223095,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,23547.08,HO,Branch [HO],1899-12-31T18:30:00Z,,02,139111,Obligation For: 2223096W [Equities] Trade Date 17/08/22,,718282.43,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-18T18:30:00Z,V223096,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,490748.92,HO,Branch [HO],1899-12-31T18:30:00Z,,02,140038,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,227533.51,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-18T18:30:00Z,IE00011,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,53.08,HO,Branch [HO],1899-12-31T18:30:00Z,,02,173931,Obligation For: 2022094O [BSE] Trade Date 19/08/22,,227480.43,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-21T18:30:00Z,V022094,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,161637.61,HO,Branch [HO],1899-12-31T18:30:00Z,,02,139932,Obligation For: 2223097W [Equities] Trade Date 18/08/22,,65842.82,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-21T18:30:00Z,V223097,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,65848.82,HO,Branch [HO],1899-12-31T18:30:00Z,,02,140201,Obligation For: 2223098W [Equities] Trade Date 19/08/22,,-6.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-22T18:30:00Z,V223098,2223,01-04-2022,31-03-2023
62,CLIENTS,8538.68,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,142215,Obligation For: 2223099W [Equities] Trade Date 22/08/22,,8532.68,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-23T18:30:00Z,V223099,2223,01-04-2022,31-03-2023
62,CLIENTS,141754.2,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,142444,Obligation For: 2223100W [Equities] Trade Date 23/08/22,,150286.88,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-24T18:30:00Z,V223100,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,105373.95,HO,Branch [HO],1899-12-31T18:30:00Z,,02,143137,Obligation For: 2223101W [Equities] Trade Date 24/08/22,,44912.93,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-25T18:30:00Z,V223101,2223,01-04-2022,31-03-2023
62,CLIENTS,149485.98,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,144070,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,194398.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-25T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,149229.91,HO,Branch [HO],1899-12-31T18:30:00Z,,02,144139,Obligation For: 2223102W [Equities] Trade Date 25/08/22,,45169.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-28T18:30:00Z,V223102,2223,01-04-2022,31-03-2023
62,CLIENTS,84823.12,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,144770,Obligation For: 2223103W [Equities] Trade Date 26/08/22,,129992.12,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-29T18:30:00Z,V223103,2223,01-04-2022,31-03-2023
62,CLIENTS,16215.11,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,144888,Obligation For: 2223103Z [Equities] Trade Date 26/08/22,,146207.23,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-29T18:30:00Z,V223103,2223,01-04-2022,31-03-2023
62,CLIENTS,21980.45,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,145461,"		Inter Segment Balance Transfer From NFO   To      
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,168187.68,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-29T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,282842.67,HO,Branch [HO],1899-12-31T18:30:00Z,,02,145475,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,-114654.99,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-29T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,21980.45,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,145469,"		Inter Segment Balance Transfer From NFO   To      
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,-92674.54,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-29T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
62,CLIENTS,136629.44,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,146024,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,43954.9,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-29T18:30:00Z,IE00004,2223,01-04-2022,31-03-2023
62,CLIENTS,166629.44,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,147244,Obligation For: 2223104W [Equities] Trade Date 29/08/22,,210584.34,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-31T18:30:00Z,V223104,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,110034.88,HO,Branch [HO],1899-12-31T18:30:00Z,,02,146786,Obligation For: 2223105W [Equities] Trade Date 30/08/22,,100549.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-01T18:30:00Z,V223105,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,46.44,HO,Branch [HO],1899-12-31T18:30:00Z,,01,173912,Obligation For: 2022101X [NSE] Trade Date 01/09/22,,100503.02,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-01T18:30:00Z,V022101,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,164096.93,HO,Branch [HO],1899-12-31T18:30:00Z,,02,149898,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,-63593.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-05T18:30:00Z,IE00004,2223,01-04-2022,31-03-2023
62,CLIENTS,164096.93,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,151196,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,100503.02,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-05T18:30:00Z,IE00006,2223,01-04-2022,31-03-2023
62,CLIENTS,46.44,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,01,149642,"		Inter Segment Balance Transfer From NFO   To   NSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,100549.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-05T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,280131.12,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,149650,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,380680.58,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-05T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,380686.58,HO,Branch [HO],1899-12-31T18:30:00Z,,02,148494,Obligation For: 2223107W [Equities] Trade Date 02/09/22,,-6.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-05T18:30:00Z,V223107,2223,01-04-2022,31-03-2023
62,CLIENTS,214143.37,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,150916,Obligation For: 2223108W [Equities] Trade Date 05/09/22,,214137.37,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-06T18:30:00Z,V223108,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,111170.85,HO,Branch [HO],1899-12-31T18:30:00Z,,02,151423,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,102966.52,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-06T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,42972.52,HO,Branch [HO],1899-12-31T18:30:00Z,,02,151277,Obligation For: 2223109W [Equities] Trade Date 06/09/22,,59994.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-07T18:30:00Z,V223109,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,74562.53,HO,Branch [HO],1899-12-31T18:30:00Z,,02,153974,Obligation For: 2223110W [Equities] Trade Date 07/09/22,,-14568.53,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-08T18:30:00Z,V223110,2223,01-04-2022,31-03-2023
62,CLIENTS,14562.53,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,154118,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,-6.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-08T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
62,CLIENTS,48276.25,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,154170,Obligation For: 2223111W [Equities] Trade Date 08/09/22,,48270.25,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-11T18:30:00Z,V223111,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,16515.52,HO,Branch [HO],1899-12-31T18:30:00Z,,02,154884,Obligation For: 2223112W [Equities] Trade Date 09/09/22,,31754.73,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-12T18:30:00Z,V223112,2223,01-04-2022,31-03-2023
62,CLIENTS,115699.77,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,155266,Obligation For: 2223113W [Equities] Trade Date 12/09/22,,147454.5,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-13T18:30:00Z,V223113,2223,01-04-2022,31-03-2023
62,CLIENTS,60780.76,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,156051,Obligation For: 2223114W [Equities] Trade Date 13/09/22,,208235.26,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-14T18:30:00Z,V223114,2223,01-04-2022,31-03-2023
62,CLIENTS,36297.04,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,158563,Obligation For: 2223115W [Equities] Trade Date 14/09/22,,244532.3,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-15T18:30:00Z,V223115,2223,01-04-2022,31-03-2023
62,CLIENTS,186752.19,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,160814,Obligation For: 2223117W [Equities] Trade Date 16/09/22,,431284.49,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-19T18:30:00Z,V223117,2223,01-04-2022,31-03-2023
62,CLIENTS,27968.92,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,173989,Obligation For: 2223118W [Equities] Trade Date 19/09/22,,459253.41,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-20T18:30:00Z,V223118,2223,01-04-2022,31-03-2023
62,CLIENTS,121335.12,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,172329,Obligation For: 2223119W [Equities] Trade Date 20/09/22,,580588.53,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-21T18:30:00Z,V223119,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,129326.39,HO,Branch [HO],1899-12-31T18:30:00Z,,02,167376,Obligation For: 2223120W [Equities] Trade Date 21/09/22,,451262.14,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-22T18:30:00Z,V223120,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,91585.39,HO,Branch [HO],1899-12-31T18:30:00Z,,02,172024,Obligation For: 2223121W [Equities] Trade Date 22/09/22,,359676.75,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-25T18:30:00Z,V223121,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,16592.77,HO,Branch [HO],1899-12-31T18:30:00Z,,02,165049,Obligation For: 2223122W [Equities] Trade Date 23/09/22,,343083.98,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-26T18:30:00Z,V223122,2223,01-04-2022,31-03-2023
62,CLIENTS,25418.3,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,167194,Obligation For: 2223123W [Equities] Trade Date 26/09/22,,368502.28,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-27T18:30:00Z,V223123,2223,01-04-2022,31-03-2023
62,CLIENTS,29978.7,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,168448,Obligation For: 2223124W [Equities] Trade Date 27/09/22,,398480.98,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-28T18:30:00Z,V223124,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,32703.14,HO,Branch [HO],1899-12-31T18:30:00Z,,02,168640,Obligation For: 2223125W [Equities] Trade Date 28/09/22,,365777.84,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-29T18:30:00Z,V223125,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,20012.9,HO,Branch [HO],1899-12-31T18:30:00Z,,02,169864,Obligation For: 2223126W [Equities] Trade Date 29/09/22,,345764.94,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-02T18:30:00Z,V223126,2223,01-04-2022,31-03-2023
62,CLIENTS,53136.5,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,171517,Obligation For: 2223127W [Equities] Trade Date 30/09/22,,398901.44,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-03T18:30:00Z,V223127,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,441243.74,HO,Branch [HO],2022-10-06T18:30:00Z,,02,2893,,P,-42342.3,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2022-10-06T18:30:00Z,P/00091,2223,01-04-2022,31-03-2023
62,CLIENTS,82936.33,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,175682,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,40594.03,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-10-06T18:30:00Z,IE00033,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,40594.03,HO,Branch [HO],1899-12-31T18:30:00Z,,02,173781,Obligation For: 2223129W [Equities] Trade Date 04/10/22,,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-06T18:30:00Z,V223129,2223,01-04-2022,31-03-2023
62,CLIENTS,174328.27,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,175530,Obligation For: 2223130W [Equities] Trade Date 06/10/22,,174328.27,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-09T18:30:00Z,V223130,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,174328.27,HO,Branch [HO],1899-12-31T18:30:00Z,,02,175880,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-10-09T18:30:00Z,IE00011,2223,01-04-2022,31-03-2023
62,CLIENTS,65284.51,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,177438,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,65284.51,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-10-11T18:30:00Z,IE00008,2223,01-04-2022,31-03-2023
62,CLIENTS,50422.7,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,176279,Obligation For: 2223132W [Equities] Trade Date 10/10/22,,115707.21,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-11T18:30:00Z,V223132,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,115707.21,HO,Branch [HO],1899-12-31T18:30:00Z,,02,177501,Obligation For: 2223133W [Equities] Trade Date 11/10/22,,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-12T18:30:00Z,V223133,2223,01-04-2022,31-03-2023
62,CLIENTS,33929.08,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,179044,Obligation For: 2223134W [Equities] Trade Date 12/10/22,,33929.08,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-13T18:30:00Z,V223134,2223,01-04-2022,31-03-2023
62,CLIENTS,340000.0,0.0,HO,Branch [HO],2022-10-16T18:30:00Z,RTGS,02,3039,,R,373929.08,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2022-10-16T18:30:00Z,R/00004,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,200000.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,180710,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,173929.08,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-10-17T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,92398.06,HO,Branch [HO],1899-12-31T18:30:00Z,,02,180199,Obligation For: 2223136W [Equities] Trade Date 14/10/22,,81531.02,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-17T18:30:00Z,V223136,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,16722.69,HO,Branch [HO],1899-12-31T18:30:00Z,,02,181101,Obligation For: 2223137W [Equities] Trade Date 17/10/22,,64808.33,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-18T18:30:00Z,V223137,2223,01-04-2022,31-03-2023
62,CLIENTS,175552.45,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,181428,Obligation For: 2223138W [Equities] Trade Date 18/10/22,,240360.78,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-19T18:30:00Z,V223138,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,66480.69,HO,Branch [HO],1899-12-31T18:30:00Z,,02,182914,Obligation For: 2223139W [Equities] Trade Date 19/10/22,,173880.09,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-20T18:30:00Z,V223139,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,163983.81,HO,Branch [HO],1899-12-31T18:30:00Z,,02,183938,Obligation For: 2223140W [Equities] Trade Date 20/10/22,,9896.28,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-24T18:30:00Z,V223140,2223,01-04-2022,31-03-2023
62,CLIENTS,36457.82,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,186891,Obligation For: 2223141W [Equities] Trade Date 21/10/22,,46354.1,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-26T18:30:00Z,V223141,2223,01-04-2022,31-03-2023
62,CLIENTS,103645.9,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,186252,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,150000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-10-27T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,76721.91,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,190758,Obligation For: 2223644M [Equities] Trade Date 28/10/22,,226721.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-30T18:30:00Z,V223644,2223,01-04-2022,31-03-2023
62,CLIENTS,140746.79,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,190640,Obligation For: 2223145W [Equities] Trade Date 28/10/22,,367468.7,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-31T18:30:00Z,V223145,2223,01-04-2022,31-03-2023
62,CLIENTS,49228.89,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,193140,Obligation For: 2223647M [Equities] Trade Date 02/11/22,,416697.59,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-02T18:30:00Z,V223647,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,164282.35,HO,Branch [HO],1899-12-31T18:30:00Z,,02,193017,Obligation For: 2223148W [Equities] Trade Date 02/11/22,,252415.24,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-03T18:30:00Z,V223148,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,146953.19,HO,Branch [HO],1899-12-31T18:30:00Z,,02,193562,Obligation For: 2223149W [Equities] Trade Date 03/11/22,,105462.05,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-06T18:30:00Z,V223149,2223,01-04-2022,31-03-2023
62,CLIENTS,219535.78,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,194268,Obligation For: 2223150W [Equities] Trade Date 04/11/22,,324997.83,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-08T18:30:00Z,V223150,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,150000.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,194869,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,174997.83,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-08T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,15964.49,HO,Branch [HO],1899-12-31T18:30:00Z,,02,196681,Obligation For: 2223651M [Equities] Trade Date 09/11/22,,159033.34,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-09T18:30:00Z,V223651,2223,01-04-2022,31-03-2023
62,CLIENTS,19251.35,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,195093,Obligation For: 2223151W [Equities] Trade Date 07/11/22,,178284.69,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-09T18:30:00Z,V223151,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,103359.84,HO,Branch [HO],1899-12-31T18:30:00Z,,02,196552,Obligation For: 2223152W [Equities] Trade Date 09/11/22,,74924.85,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-10T18:30:00Z,V223152,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,45116.21,HO,Branch [HO],1899-12-31T18:30:00Z,,02,208158,Obligation For: 2223153W [Equities] Trade Date 10/11/22,,29808.64,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-13T18:30:00Z,V223153,2223,01-04-2022,31-03-2023
62,CLIENTS,94761.56,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,198700,Obligation For: 2223154W [Equities] Trade Date 11/11/22,,124570.2,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-14T18:30:00Z,V223154,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,38318.34,HO,Branch [HO],1899-12-31T18:30:00Z,,02,198886,Obligation For: 2223155W [Equities] Trade Date 14/11/22,,86251.86,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-15T18:30:00Z,V223155,2223,01-04-2022,31-03-2023
62,CLIENTS,25085.02,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,199014,Obligation For: 2223155Z [Equities] Trade Date 14/11/22,,111336.88,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-15T18:30:00Z,V223155,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,66336.88,HO,Branch [HO],1899-12-31T18:30:00Z,,02,199084,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",,45000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-15T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
62,CLIENTS,60000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,199963,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",,105000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-16T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,45515.63,HO,Branch [HO],1899-12-31T18:30:00Z,,02,200104,Obligation For: 2223656M [Equities] Trade Date 16/11/22,,59484.37,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-16T18:30:00Z,V223656,2223,01-04-2022,31-03-2023
62,CLIENTS,5161.37,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,199224,Obligation For: 2223156W [Equities] Trade Date 15/11/22,,64645.74,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-16T18:30:00Z,V223156,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,51318.68,HO,Branch [HO],1899-12-31T18:30:00Z,,02,200023,Obligation For: 2223157W [Equities] Trade Date 16/11/22,,13327.06,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-17T18:30:00Z,V223157,2223,01-04-2022,31-03-2023
